area,"poly(dist, 2, raw = TRUE)",mean_mx30_grd,GeologicalOrigin,"poly(dist, 1, raw = TRUE)",model
1.263189156222405,NA,NA,1.0880735344884045,1.190160276832265,Cladogenesis all islands
1.2591346550456648,NA,NA,1.0871167320223825,1.187219043817078,Cladogenesis all islands
1.2650816978833723,NA,NA,1.0854530150708055,1.1914736457200306,Cladogenesis all islands
1.261161625593417,NA,NA,1.0868997063862187,1.1897650766497707,Cladogenesis all islands
1.2649191304883687,NA,NA,1.0898164431773947,1.1919874352278552,Cladogenesis all islands
1.2606600984900014,NA,NA,1.0850409876446478,1.188769615865056,Cladogenesis all islands
1.2559911866440172,NA,NA,1.085692661429102,1.1839165500010143,Cladogenesis all islands
1.264171693552538,NA,NA,1.0862022146003076,1.1923805535932641,Cladogenesis all islands
1.2693805475187738,NA,NA,1.089252579338393,1.1952369083981293,Cladogenesis all islands
1.2592626527608477,NA,NA,1.0873075047380758,1.1884784058213755,Cladogenesis all islands
1.2652026266976597,NA,NA,1.0902439057386077,1.192352405845205,Cladogenesis all islands
1.2548889968585915,NA,NA,1.0847096458299035,1.183283331025929,Cladogenesis all islands
1.264790678598297,NA,NA,1.0871910659276498,1.190087506164129,Cladogenesis all islands
1.2639901197775116,NA,NA,1.086267019761252,1.1918068223579708,Cladogenesis all islands
1.263304510813572,NA,NA,1.0879627363960296,1.1899369306294898,Cladogenesis all islands
1.26102297077638,NA,NA,1.0848492372644087,1.1884772809435171,Cladogenesis all islands
1.2687839864645065,NA,NA,1.0899132183617828,1.1945492643780953,Cladogenesis all islands
1.2613866439986432,NA,NA,1.0857837006292448,1.1886743112463956,Cladogenesis all islands
1.2667267961392732,NA,NA,1.0857381610699122,1.1930374507115533,Cladogenesis all islands
1.2669346602133684,NA,NA,1.0876235656282085,1.1922231415094113,Cladogenesis all islands
1.2543183912184503,NA,NA,1.0849965371366392,1.1828590140491972,Cladogenesis all islands
1.2622140543064038,NA,NA,1.0861386009538898,1.1895697131505836,Cladogenesis all islands
1.2737210291457162,NA,NA,1.0895326283404974,1.1988708616753039,Cladogenesis all islands
1.261178666181743,NA,NA,1.0871601638263015,1.190501324595006,Cladogenesis all islands
1.2668729471111457,NA,NA,1.0879162407890604,1.1926290773286718,Cladogenesis all islands
1.269347594672461,NA,NA,1.0865533894373696,1.1969476059060082,Cladogenesis all islands
1.2619540082334664,NA,NA,1.085499592079564,1.1892002013616028,Cladogenesis all islands
1.2601565413093936,NA,NA,1.08451041001238,1.1873224918790544,Cladogenesis all islands
1.2529307084118209,NA,NA,1.0861786021316189,1.18285837227273,Cladogenesis all islands
1.253541770676034,NA,NA,1.0839003096134592,1.1817566319450155,Cladogenesis all islands
1.2511776449361418,NA,NA,1.0801237187591732,1.1816584119674443,Cladogenesis all islands
1.2508256717404442,NA,NA,1.0840838620249331,1.182939892023342,Cladogenesis all islands
1.2544443857941168,NA,NA,1.0855562454629561,1.1826212665913969,Cladogenesis all islands
1.2654012913332684,NA,NA,1.0855344481758025,1.1936076318956146,Cladogenesis all islands
1.264810030965294,NA,NA,1.0836258045797176,1.1919195310526518,Cladogenesis all islands
1.256074142269018,NA,NA,1.0856649057624759,1.184814007701401,Cladogenesis all islands
1.2559050681491688,NA,NA,1.082900420270049,1.1851975529959864,Cladogenesis all islands
1.2600783751624798,NA,NA,1.083031515380074,1.1882480884329867,Cladogenesis all islands
1.2512504710062315,NA,NA,1.0833016822029133,1.1819220405113948,Cladogenesis all islands
1.2591956185097084,NA,NA,1.085629943266313,1.1872616965230876,Cladogenesis all islands
1.2529898605728989,NA,NA,1.084286709563584,1.1831248249173167,Cladogenesis all islands
1.253462239725089,NA,NA,1.083174631030416,1.1833809296106157,Cladogenesis all islands
1.2681853584518634,NA,NA,1.0888060547145844,1.194799406656983,Cladogenesis all islands
1.266440012454939,NA,NA,1.0850773992247504,1.192940832797661,Cladogenesis all islands
1.25972176428618,NA,NA,1.0858886852691694,1.1886904629762953,Cladogenesis all islands
1.2531549064402407,NA,NA,1.0816020546671596,1.1838021273928092,Cladogenesis all islands
1.2698809272355451,NA,NA,1.0902060656578874,1.1941375113699835,Cladogenesis all islands
1.2483685671598064,NA,NA,1.0824832505658204,1.1787157410139186,Cladogenesis all islands
1.247780822934551,NA,NA,1.0854835045303233,1.1797205821774086,Cladogenesis all islands
1.2694153995400184,NA,NA,1.0863092261199707,1.1952593482592553,Cladogenesis all islands
1.252370569722124,NA,NA,1.0838746097240683,1.1814481226544977,Cladogenesis all islands
1.2554581935009494,NA,NA,1.0844103067872801,1.1851006241761584,Cladogenesis all islands
1.2656400225491347,NA,NA,1.0869754512336127,1.191615156928619,Cladogenesis all islands
1.2605012829663638,NA,NA,1.0839297058915989,1.1892828325037883,Cladogenesis all islands
1.2681636612032943,NA,NA,1.087077979901911,1.194279445532147,Cladogenesis all islands
1.2555540490826078,NA,NA,1.0854269205791789,1.1843917135596194,Cladogenesis all islands
1.267875383952715,NA,NA,1.0846595667723409,1.195575902746399,Cladogenesis all islands
1.2634250933339055,NA,NA,1.0864478797493966,1.1909516289119315,Cladogenesis all islands
1.2605431224890538,NA,NA,1.0857809496910333,1.189499701332203,Cladogenesis all islands
1.2529804877548711,NA,NA,1.0859711930623115,1.1831000584603542,Cladogenesis all islands
1.2771266796155711,NA,NA,1.0915024301284992,1.2019616663528963,Cladogenesis all islands
1.2622115034607713,NA,NA,1.0891976945924715,1.189791319258435,Cladogenesis all islands
1.2552877547933392,NA,NA,1.0842459743979416,1.1830727920138548,Cladogenesis all islands
1.2652761023876462,NA,NA,1.0874272618461582,1.191772690230334,Cladogenesis all islands
1.2591268971186476,NA,NA,1.084831272832497,1.1885124351983698,Cladogenesis all islands
1.2662466300338404,NA,NA,1.0864503846181073,1.1921217708030893,Cladogenesis all islands
1.2595855028255911,NA,NA,1.0844739562154317,1.1884120997509031,Cladogenesis all islands
1.2500422447909996,NA,NA,1.084616045881751,1.17973490197312,Cladogenesis all islands
1.263787306514784,NA,NA,1.0854769510763267,1.190619231626332,Cladogenesis all islands
1.2451574791432765,NA,NA,1.0839258101816878,1.1762953579643787,Cladogenesis all islands
1.2596465445606302,NA,NA,1.0863749397826825,1.186469019508553,Cladogenesis all islands
1.2647121998606576,NA,NA,1.0844528251413914,1.1927639173126128,Cladogenesis all islands
1.2603149307091548,NA,NA,1.0839634465408734,1.1890503619257538,Cladogenesis all islands
1.2711177690997242,NA,NA,1.088245637075359,1.1972866383292329,Cladogenesis all islands
1.257628132722226,NA,NA,1.0870854882575014,1.1867445246663728,Cladogenesis all islands
1.25766935339077,NA,NA,1.0849868555242235,1.1863466101574243,Cladogenesis all islands
1.2524317478424416,NA,NA,1.085516728778414,1.1826736972457612,Cladogenesis all islands
1.259200369595319,NA,NA,1.083372603395459,1.1898055212420224,Cladogenesis all islands
1.2708559952350138,NA,NA,1.087358998257153,1.1976187352569791,Cladogenesis all islands
1.2598480100076668,NA,NA,1.085410161860432,1.1877935254691105,Cladogenesis all islands
1.2674377464432816,NA,NA,1.0856364986488143,1.1942847733099222,Cladogenesis all islands
1.2520204697567883,NA,NA,1.0828254978497065,1.1811864024266374,Cladogenesis all islands
1.389239048264673,NA,1.389239048264673,NA,NA,Cladogenesis volcanic islands
1.3869823261479723,NA,1.3869823261479723,NA,NA,Cladogenesis volcanic islands
1.4306754836229765,NA,1.4306754836229765,NA,NA,Cladogenesis volcanic islands
1.414466233104271,NA,1.414466233104271,NA,NA,Cladogenesis volcanic islands
1.4305734629225875,NA,1.4305734629225875,NA,NA,Cladogenesis volcanic islands
1.4605140735686308,NA,1.4605140735686308,NA,NA,Cladogenesis volcanic islands
1.4491649705363119,NA,1.4491649705363119,NA,NA,Cladogenesis volcanic islands
1.4379929355928132,NA,1.4379929355928132,NA,NA,Cladogenesis volcanic islands
1.4295394561515133,NA,1.4295394561515133,NA,NA,Cladogenesis volcanic islands
1.4215231002251523,NA,1.4215231002251523,NA,NA,Cladogenesis volcanic islands
1.368317714352432,NA,1.368317714352432,NA,NA,Cladogenesis volcanic islands
1.4443386545029997,NA,1.4443386545029997,NA,NA,Cladogenesis volcanic islands
1.4694940460649117,NA,1.4694940460649117,NA,NA,Cladogenesis volcanic islands
1.4651708004026343,NA,1.4651708004026343,NA,NA,Cladogenesis volcanic islands
1.4177318436389588,NA,1.4177318436389588,NA,NA,Cladogenesis volcanic islands
1.4764912880842296,NA,1.4764912880842296,NA,NA,Cladogenesis volcanic islands
1.503306033856323,NA,1.503306033856323,NA,NA,Cladogenesis volcanic islands
1.4303826031298252,NA,1.4303826031298252,NA,NA,Cladogenesis volcanic islands
1.4367631754120784,NA,1.4367631754120784,NA,NA,Cladogenesis volcanic islands
1.4133882510524203,NA,1.4133882510524203,NA,NA,Cladogenesis volcanic islands
1.4597890941893579,NA,1.4597890941893579,NA,NA,Cladogenesis volcanic islands
1.4432369149671151,NA,1.4432369149671151,NA,NA,Cladogenesis volcanic islands
1.4272130054797665,NA,1.4272130054797665,NA,NA,Cladogenesis volcanic islands
1.438787872269238,NA,1.438787872269238,NA,NA,Cladogenesis volcanic islands
1.4247833799110667,NA,1.4247833799110667,NA,NA,Cladogenesis volcanic islands
1.4351463873856738,NA,1.4351463873856738,NA,NA,Cladogenesis volcanic islands
1.456619369206017,NA,1.456619369206017,NA,NA,Cladogenesis volcanic islands
1.4448947126345169,NA,1.4448947126345169,NA,NA,Cladogenesis volcanic islands
1.3704465830812778,NA,1.3704465830812778,NA,NA,Cladogenesis volcanic islands
1.4478469724607967,NA,1.4478469724607967,NA,NA,Cladogenesis volcanic islands
1.4676595542613573,NA,1.4676595542613573,NA,NA,Cladogenesis volcanic islands
1.437661820865492,NA,1.437661820865492,NA,NA,Cladogenesis volcanic islands
1.4245819484398357,NA,1.4245819484398357,NA,NA,Cladogenesis volcanic islands
1.4242292513258117,NA,1.4242292513258117,NA,NA,Cladogenesis volcanic islands
1.3779075429627927,NA,1.3779075429627927,NA,NA,Cladogenesis volcanic islands
1.435524837149235,NA,1.435524837149235,NA,NA,Cladogenesis volcanic islands
1.4324798976913302,NA,1.4324798976913302,NA,NA,Cladogenesis volcanic islands
1.4338285019631796,NA,1.4338285019631796,NA,NA,Cladogenesis volcanic islands
1.3923279043481023,NA,1.3923279043481023,NA,NA,Cladogenesis volcanic islands
1.4958692373410027,NA,1.4958692373410027,NA,NA,Cladogenesis volcanic islands
1.5164147409758595,NA,1.5164147409758595,NA,NA,Cladogenesis volcanic islands
1.4487806125278075,NA,1.4487806125278075,NA,NA,Cladogenesis volcanic islands
1.3982702580805157,NA,1.3982702580805157,NA,NA,Cladogenesis volcanic islands
1.4498801220840556,NA,1.4498801220840556,NA,NA,Cladogenesis volcanic islands
1.3779729268787273,NA,1.3779729268787273,NA,NA,Cladogenesis volcanic islands
1.4754179458668064,NA,1.4754179458668064,NA,NA,Cladogenesis volcanic islands
1.4467142419229695,NA,1.4467142419229695,NA,NA,Cladogenesis volcanic islands
